1,74.469143,74.469143
2,75.469143,74.423566
3,76.469143,74.352421
4,77.469143,74.283737
5,78.469143,74.206577
6,79.469143,75.06524
7,80.469143,150.20171
8,81.469143,75.124384
9,82.469143,75.444516
10,83.469143,75.808948
11,84.469143,76.053011
12,85.469143,76.12586
13,86.469143,76.22619
14,87.469143,152.39285
15,88.469143,76.148709
16,89.469143,76.08399
17,90.469143,76.432933
18,91.469143,75.897528
19,92.469143,76.04806
20,93.469143,75.99546
21,94.469143,151.992518
22,75.94283,75.94283
23,75.926843,75.926843
24,76.015098,76.015098
25,75.995276,75.995276
26,75.970566,75.970566
27,75.959063,75.959063
28,75.922636,151.845272
29,75.939699,75.939699
30,75.876775,75.876775
31,75.898216,75.898216
32,76.360931,76.360931
33,76.440479,76.440479
34,76.484503,76.484503
35,76.501519,153.003038
36,76.440509,76.440509
37,76.381048,76.381048
38,76.324192,76.324192
39,76.733069,76.733069
40,77.388472,77.388472
41,77.440048,77.440048
42,77.590616,155.181232
43,77.855522,77.855522
44,77.884124,77.884124
45,78.043833,78.043833
46,78.395093,78.395093
47,79.275409,79.275409
48,80.295772,80.295772
49,81.493419,162.986838
50,82.125366,82.125366
51,82.354683,82.354683
52,82.44105,82.44105
53,81.54213,81.54213
54,81.042514,81.042514
55,80.408495,80.408495
56,79.873709,159.747418
57,80.336299,80.336299
58,80.836543,80.836543
59,80.86803,80.86803
60,80.855708,80.855708
61,81.183042,81.183042
62,81.25135,81.25135
63,81.507866,163.015732
64,81.52802,81.52802
65,81.369415,81.369415
66,81.311183,81.311183
67,81.278715,81.278715
68,81.625393,81.625393
69,82.049086,82.049086
70,83.110709,166.221418
71,83.349955,83.349955
72,83.935908,83.935908
73,84.26962,84.26962
74,84.3435,84.3435
75,84.264193,84.264193
76,81.464645,81.464645
77,84.165259,168.330518
78,84.062279,84.062279
79,82.732802,82.732802
80,81.464645,81.464645
81,81.20071,81.20071
82,81.165354,81.165354
83,79.835996,79.835996
84,78.93424,157.86848
85,78.929773,78.929773
86,79.540199,79.540199
87,79.843308,79.843308
88,80.033433,80.033433
89,80.150513,80.150513
90,80.445568,80.445568
91,81.164686,162.329372
92,81.635307,81.635307
93,82.696926,82.696926
94,83.404919,83.404919
95,83.914503,83.914503
96,85.60885,85.60885
